Date,Open,High,Low,Close,Adj Close,Volume
2020-02-18,82.250000,82.300003,78.150002,81.050003,74.330429,1166188
2020-02-19,81.050003,82.500000,80.199997,81.099998,74.376289,676728
2020-02-20,80.800003,83.199997,80.250000,82.300003,75.476799,674958
2020-02-24,81.699997,82.099998,79.699997,79.949997,73.321625,725214
2020-02-25,80.150002,81.199997,79.449997,80.050003,73.413345,625597
2020-02-26,79.500000,81.050003,79.099998,80.250000,73.596756,556969
2020-02-27,80.250000,80.349998,77.300003,78.250000,71.762566,886733
2020-02-28,75.800003,77.550003,73.400002,76.500000,70.157654,1611843
2020-03-02,77.000000,78.099998,70.400002,71.150002,65.251213,1845526
2020-03-03,71.449997,73.349998,71.050003,73.000000,66.947830,949310
2020-03-04,73.500000,74.099998,71.250000,73.300003,67.222961,831232
2020-03-05,73.349998,75.349998,70.699997,73.650002,67.543945,874732
2020-03-06,69.099998,72.599998,68.900002,71.800003,65.847321,1055402
2020-03-09,69.500000,72.500000,68.599998,69.400002,63.646294,910313
2020-03-11,69.400002,70.699997,65.250000,66.349998,60.849155,1204517
2020-03-12,62.349998,62.849998,56.200001,56.650002,51.953350,2378480
2020-03-13,51.000000,66.300003,47.000000,65.250000,59.840355,3758445
2020-03-16,63.000000,64.449997,60.349998,63.650002,58.373009,1262051
2020-03-17,64.949997,69.599998,62.150002,66.099998,60.619877,1557234
2020-03-18,66.400002,67.150002,63.000000,65.099998,59.702785,1523021
2020-03-19,61.500000,69.000000,60.250000,61.450001,56.355400,1973722
2020-03-20,62.200001,66.800003,61.900002,63.250000,58.006168,1393983
2020-03-23,58.000000,61.000000,52.950001,53.950001,49.477196,983018
2020-03-24,55.000000,56.799999,51.750000,55.349998,50.761124,1414952
2020-03-25,52.150002,59.950001,52.150002,58.200001,53.374847,1343975
2020-03-26,59.500000,60.099998,54.900002,55.950001,51.311382,1594213
2020-03-27,57.650002,61.500000,53.349998,54.400002,49.889893,2345166
2020-03-30,53.450001,53.849998,51.349998,52.450001,48.101559,820139
2020-03-31,53.000000,56.000000,51.650002,53.549999,49.110359,1139998
2020-04-01,54.000000,54.000000,50.849998,51.200001,46.955193,976457
2020-04-03,51.650002,51.700001,48.500000,48.700001,44.662453,1123835
2020-04-07,50.750000,50.750000,47.700001,48.099998,44.112194,1439713
2020-04-08,48.349998,51.500000,47.400002,48.299999,44.295612,1493811
2020-04-09,50.299999,51.900002,48.799999,50.849998,46.634205,1884402
2020-04-13,51.200001,51.250000,48.700001,49.849998,45.717110,1017266
2020-04-15,50.000000,51.900002,48.549999,48.950001,44.891727,1255705
2020-04-16,49.500000,50.200001,48.349998,49.549999,45.441982,1132188
2020-04-17,50.599998,52.299999,49.049999,50.150002,45.992245,1753268
2020-04-20,51.250000,53.200001,49.700001,51.200001,46.955193,2650536
2020-04-21,50.000000,50.049999,48.400002,48.599998,44.570744,1208673
2020-04-22,48.700001,48.900002,47.049999,48.299999,44.295612,1457749
2020-04-23,48.599998,49.200001,48.049999,48.450001,44.433186,981032
2020-04-24,47.799999,48.049999,46.150002,46.400002,42.553139,1207774
2020-04-27,47.250000,47.799999,46.599998,46.750000,42.874123,836233
2020-04-28,47.000000,47.500000,46.700001,47.299999,43.378521,904293
2020-04-29,47.750000,48.599998,47.250000,48.099998,44.112194,1240067
2020-04-30,48.750000,51.200001,48.450001,49.200001,45.121002,2023880
2020-05-04,48.500000,48.500000,45.500000,45.900002,42.094593,1544436
2020-05-05,46.299999,46.500000,43.849998,44.000000,40.352116,1517124
2020-05-06,44.250000,44.250000,41.799999,42.299999,38.793056,1687606
2020-05-07,42.000000,43.250000,41.549999,42.500000,38.976475,815586
2020-05-08,43.150002,43.349998,41.049999,41.150002,37.738400,1180047
2020-05-11,42.000000,42.000000,40.549999,41.000000,37.600834,1051440
2020-05-12,40.500000,41.599998,39.400002,41.049999,37.646690,1281447
2020-05-13,44.000000,45.150002,42.250000,44.200001,40.535534,2890415
2020-05-14,43.900002,44.849998,42.849998,43.150002,39.572590,1077772
2020-05-15,43.799999,43.799999,41.450001,41.549999,38.105236,1220862
2020-05-18,42.000000,42.000000,38.299999,38.599998,35.399807,1817588
2020-05-19,39.500000,39.500000,36.299999,36.500000,33.473915,2232338
2020-05-20,36.299999,37.200001,36.049999,36.700001,33.657333,1655311
2020-05-21,37.000000,39.049999,36.599998,37.500000,34.391010,3145062
2020-05-22,37.799999,39.250000,36.750000,37.450001,34.345154,2740902
2020-05-26,38.200001,38.299999,36.700001,37.099998,34.024166,1325866
2020-05-27,37.650002,38.900002,36.799999,38.450001,35.262245,1875781
2020-05-28,38.650002,39.950001,38.349998,38.599998,35.399807,2275309
2020-05-29,38.700001,39.099998,37.500000,38.900002,35.674942,1572172
2020-06-01,39.700001,42.750000,39.549999,42.450001,38.930622,5079826
2020-06-02,42.700001,43.099998,41.349998,42.099998,38.609638,2191254
2020-06-03,43.000000,45.099998,42.349998,43.200001,39.618443,3869812
2020-06-04,43.500000,45.099998,42.250000,42.849998,39.297459,3349619
2020-06-05,43.400002,47.000000,43.150002,46.500000,42.644848,3672703
2020-06-08,48.900002,49.000000,45.450001,45.799999,42.002880,3917068
2020-06-09,46.000000,47.500000,44.400002,45.799999,42.002880,3914592
2020-06-10,46.000000,47.400002,45.599998,47.000000,43.103397,2620427
2020-06-11,47.349998,47.950001,45.000000,45.150002,41.406773,2513561
2020-06-12,42.200001,45.599998,42.000000,45.400002,41.636047,2354521
2020-06-15,45.049999,46.299999,43.650002,45.900002,42.094593,3238582
2020-06-16,46.950001,47.400002,43.750000,44.799999,41.085789,2323429
2020-06-17,44.599998,45.650002,43.849998,44.900002,41.177498,2175147
2020-06-18,44.549999,46.450001,44.549999,45.950001,42.140450,2519971
2020-06-19,null,null,null,null,null,null
2020-06-22,47.250000,50.099998,47.250000,49.400002,45.304420,3967945
2020-06-23,50.500000,51.049999,49.500000,50.450001,46.267368,4310706
2020-06-24,54.900002,55.000000,51.200001,51.599998,47.322029,6986304
2020-06-25,50.599998,53.000000,50.049999,52.049999,47.734718,4145270
2020-06-26,52.799999,53.099998,51.500000,51.849998,47.551300,2811209
2020-06-29,51.250000,51.500000,48.950001,49.299999,45.212711,3098139
2020-06-30,50.200001,50.250000,48.299999,48.599998,44.570744,1763386
2020-07-01,48.599998,51.650002,48.200001,51.349998,47.092751,4483417
2020-07-02,51.549999,52.400002,50.549999,51.450001,47.184460,1865977
2020-07-03,null,null,null,null,null,null
2020-07-06,51.450001,51.950001,50.900002,51.400002,47.138611,1837440
2020-07-07,51.500000,51.500000,49.750000,50.750000,46.542496,1609084
2020-07-08,51.000000,54.099998,50.849998,52.700001,48.330833,4882605
2020-07-09,53.400002,53.500000,51.950001,52.849998,48.468391,1371895
2020-07-10,52.450001,53.299999,50.900002,51.549999,47.276169,1899978
2020-07-13,52.099998,52.450001,50.099998,50.549999,46.359077,1348511
2020-07-14,50.599998,50.599998,48.099998,49.049999,44.983437,2099751
2020-07-15,49.500000,49.849998,47.200001,47.599998,43.653652,2284928
2020-07-16,47.950001,48.349998,46.849998,48.099998,44.112194,1854630
2020-07-17,48.500000,49.700001,48.099998,49.400002,45.304420,899169
2020-07-20,49.549999,50.349998,48.400002,48.650002,44.616604,2500561
2020-07-21,49.200001,50.500000,48.750000,49.400002,45.304420,1213987
2020-07-22,49.750000,49.950001,48.349998,48.700001,44.662453,1227766
2020-07-23,48.799999,49.650002,48.349998,49.200001,45.121002,1654000
2020-07-24,48.750000,49.049999,47.700001,48.599998,44.570744,865603
2020-07-27,48.700001,48.750000,46.500000,46.700001,42.828266,1851721
2020-07-28,46.900002,47.250000,46.000000,46.799999,42.919975,1166055
2020-07-29,47.099998,48.650002,46.849998,47.299999,43.378521,1390817
2020-07-30,48.000000,48.000000,45.750000,46.000000,42.186302,1789161
2020-07-31,46.099998,47.150002,45.450001,46.799999,42.919975,2012245
2020-08-03,46.700001,47.500000,46.099998,46.849998,42.965832,1299250
2020-08-04,47.099998,47.150002,45.900002,46.549999,42.690704,1007843
2020-08-05,46.900002,47.450001,46.299999,46.400002,42.553139,1704969
2020-08-06,46.900002,47.000000,45.950001,46.250000,42.415577,1364978
2020-08-07,46.799999,48.799999,46.099998,48.450001,44.433186,1476965
2020-08-10,49.000000,49.200001,47.900002,48.549999,44.524891,1968441
2020-08-11,47.099998,48.349998,46.700001,47.099998,43.195103,1355527
2020-08-12,47.849998,49.849998,47.200001,48.599998,44.570744,3061851
2020-08-13,48.750000,49.049999,47.849998,48.099998,44.112194,809695
2020-08-14,48.599998,48.599998,45.849998,46.099998,42.278011,1599108
2020-08-17,46.549999,46.799999,45.650002,46.150002,42.323872,1633715
2020-08-18,46.200001,46.599998,45.650002,46.450001,42.598995,1175812
2020-08-19,46.849998,47.750000,46.650002,47.549999,43.607796,1545660
2020-08-20,47.349998,48.000000,46.500000,47.450001,43.516087,838173
2020-08-21,48.250000,48.799999,47.700001,48.299999,44.295612,1205922
2020-08-24,48.799999,48.849998,47.549999,48.400002,44.387325,1358746
2020-08-25,48.549999,49.500000,48.400002,48.650002,44.616604,3187696
2020-08-26,48.650002,49.099998,48.200001,48.450001,44.433186,792207
2020-08-27,48.599998,49.500000,48.549999,48.700001,44.662453,1300711
2020-08-28,49.000000,52.200001,49.000000,51.650002,47.367886,4489059
2020-08-31,53.250000,53.549999,48.000000,48.900002,44.845875,5980310
2020-09-01,48.950001,49.849998,46.849998,47.549999,43.607796,1694474
2020-09-02,47.950001,48.200001,46.700001,47.299999,43.378521,1163274
2020-09-03,47.799999,47.900002,47.049999,47.299999,43.378521,1289500
2020-09-04,46.750000,47.049999,45.799999,45.900002,42.094593,2252878
2020-09-07,46.000000,46.500000,45.000000,46.299999,42.461430,1546585
2020-09-08,46.250000,46.450001,45.099998,45.299999,41.544338,5535139
2020-09-09,44.549999,44.849998,43.799999,44.450001,40.764812,3285633
2020-09-10,45.000000,45.750000,44.650002,45.599998,41.819462,1673058
2020-09-11,45.599998,46.099998,45.299999,46.000000,42.186302,2774706
2020-09-14,46.049999,46.599998,46.000000,46.150002,42.323872,2042077
2020-09-15,46.400002,46.700001,45.650002,46.549999,42.690704,1010821
2020-09-16,46.500000,46.750000,45.799999,46.450001,42.598995,1036499
2020-09-17,45.849998,46.299999,45.500000,45.599998,41.819462,1845003
2020-09-18,45.900002,45.950001,44.900002,45.049999,41.315063,1063787
2020-09-21,45.099998,45.299999,42.500000,42.849998,39.297459,1517364
2020-09-22,42.299999,42.950001,40.900002,42.349998,38.838913,2610160
2020-09-23,42.400002,42.750000,40.849998,41.549999,38.105236,2194346
2020-09-24,41.000000,41.000000,39.650002,39.799999,36.500324,1618192
2020-09-25,40.150002,41.799999,39.500000,41.599998,38.151089,804669
2020-09-28,42.000000,43.450001,41.650002,43.349998,39.756004,4825424
2020-09-29,43.599998,43.599998,40.750000,41.349998,37.921818,1771806
2020-09-30,41.599998,41.599998,40.349998,41.049999,37.646690,4573961
2020-10-01,41.299999,42.599998,41.099998,41.900002,38.426220,2680282
2020-10-05,42.000000,42.799999,41.450001,41.599998,38.151089,2773818
2020-10-06,42.000000,42.250000,40.849998,42.049999,38.563786,3465534
2020-10-07,41.700001,42.200001,41.299999,41.450001,38.013531,1912484
2020-10-08,41.650002,43.400002,41.650002,42.650002,39.114040,2842479
2020-10-09,42.250000,44.450001,41.900002,44.299999,40.627239,3046421
2020-10-12,44.799999,45.549999,41.250000,41.900002,38.426220,3184898
2020-10-13,41.900002,42.150002,41.200001,41.299999,37.875965,2510382
2020-10-14,41.500000,42.250000,40.400002,42.099998,38.609638,1143676
2020-10-15,41.599998,42.750000,40.000000,40.400002,37.050579,2863560
2020-10-16,40.650002,41.099998,40.000000,40.349998,37.004723,3074284
2020-10-19,40.750000,43.849998,40.599998,43.599998,39.985279,4174777
2020-10-20,42.900002,43.250000,41.500000,41.849998,38.380363,2255915
2020-10-21,42.299999,43.299999,41.700001,42.599998,39.068180,4263875
2020-10-22,42.299999,43.200001,41.849998,42.799999,39.251602,1250261
2020-10-23,43.000000,43.650002,42.799999,43.200001,39.618443,2345639
2020-10-26,43.250000,43.750000,42.549999,42.700001,39.159893,5522724
2020-10-27,42.549999,43.099998,41.549999,42.900002,39.343315,3652393
2020-10-28,42.500000,43.150002,41.650002,42.049999,38.563786,1948563
2020-10-29,41.599998,43.400002,41.099998,42.900002,39.343315,2103440
2020-10-30,43.299999,43.400002,41.400002,41.650002,38.196949,2828025
2020-11-02,42.099998,45.150002,41.849998,44.799999,41.085789,3613025
2020-11-03,44.849998,45.750000,43.849998,45.049999,41.315063,3049714
2020-11-04,44.549999,45.299999,43.400002,45.049999,41.315063,3393970
2020-11-05,44.299999,46.549999,44.299999,45.750000,41.957027,2390521
2020-11-06,45.349998,46.400002,45.200001,45.799999,42.002880,2583637
2020-11-09,46.049999,47.349998,46.000000,46.750000,42.874123,3267894
2020-11-10,47.000000,48.750000,46.549999,48.200001,44.203907,3249047
2020-11-11,48.450001,48.900002,46.650002,47.150002,43.240963,2386911
2020-11-12,46.900002,47.200001,45.450001,45.599998,41.819462,1417678
2020-11-13,45.650002,46.700001,44.450001,46.549999,42.690704,917943
2020-11-14,47.000000,47.200001,46.450001,46.650002,42.782413,384023
2020-11-17,46.549999,47.900002,46.549999,47.549999,43.607796,1681501
2020-11-18,47.150002,49.849998,46.950001,49.599998,45.487839,4130946
2020-11-19,49.299999,49.349998,47.599998,47.950001,43.974636,2084030
2020-11-20,47.650002,48.250000,47.250000,47.500000,43.561939,1336141
2020-11-23,48.000000,48.150002,46.700001,46.900002,43.011688,1239100
2020-11-24,47.150002,47.349998,46.000000,46.849998,42.965832,2364543
2020-11-25,47.500000,50.700001,47.400002,49.000000,44.937580,7068245
2020-11-26,49.000000,51.450001,48.299999,51.099998,46.863480,2257039
2020-11-27,51.500000,52.450001,50.599998,51.299999,47.046898,2537042
2020-12-01,51.700001,54.200001,51.200001,53.750000,49.293777,2131700
2020-12-02,54.049999,55.250000,53.049999,54.099998,49.614761,3145054
2020-12-03,54.849998,58.650002,54.400002,58.299999,53.466553,6884097
2020-12-04,59.000000,59.750000,56.599998,59.049999,54.154373,4731337
2020-12-07,59.500000,60.950001,58.500000,60.150002,55.163177,3999355
2020-12-08,60.400002,66.150002,60.000000,65.300003,59.886211,6491176
2020-12-09,67.250000,67.599998,64.199997,65.599998,60.161335,7593534
2020-12-10,65.000000,66.800003,62.900002,66.349998,60.849155,5907824
2020-12-11,66.449997,68.199997,65.000000,65.449997,60.023769,5238335
2020-12-14,66.400002,67.500000,66.150002,66.949997,61.399406,3887089
2020-12-15,67.500000,68.099998,65.550003,67.150002,61.582829,2391499
2020-12-16,67.849998,68.000000,65.699997,66.449997,60.940865,3308761
2020-12-17,66.400002,67.150002,63.349998,63.750000,58.464714,3730342
2020-12-18,63.849998,64.300003,62.000000,63.099998,57.868599,2314386
2020-12-21,62.000000,63.500000,56.799999,58.700001,53.833389,5603333
2020-12-22,58.000000,60.000000,56.200001,58.849998,53.970951,2996677
2020-12-23,58.950001,60.799999,58.049999,60.549999,55.530014,2004762
2020-12-24,61.000000,63.250000,60.599998,60.849998,55.805141,2224472
2020-12-28,61.099998,62.950001,61.099998,62.400002,57.226639,2036951
2020-12-29,63.049999,64.199997,62.099998,62.349998,57.180782,2825856
2020-12-30,62.950001,63.000000,60.750000,62.099998,56.951508,2025945
2020-12-31,61.950001,62.549999,61.099998,61.500000,56.401253,1535633
2021-01-01,61.500000,64.800003,61.500000,64.500000,59.152534,4016824
2021-01-04,65.250000,66.250000,64.349998,65.800003,60.344757,3352453
2021-01-05,64.800003,66.199997,64.750000,65.599998,60.161335,2732501
2021-01-06,65.599998,67.650002,64.699997,65.500000,60.069626,4513362
2021-01-07,66.199997,67.000000,65.750000,66.150002,60.665741,2443291
2021-01-08,66.800003,67.099998,65.349998,65.550003,60.115486,1794155
2021-01-11,66.400002,66.400002,63.700001,64.199997,58.877399,2456506
2021-01-12,63.150002,71.699997,63.150002,70.750000,64.884377,4112152
2021-01-13,71.599998,76.000000,70.099998,75.199997,68.965431,9789357
2021-01-14,75.599998,77.849998,74.750000,76.150002,69.836678,3650443
2021-01-15,76.500000,77.800003,72.900002,75.199997,68.965431,3249784
2021-01-18,75.349998,77.099998,72.000000,72.949997,66.901970,4963008
2021-01-19,73.250000,76.000000,73.250000,75.800003,69.515694,2108692
2021-01-20,76.150002,80.349998,75.050003,79.400002,72.817230,4580522
2021-01-21,80.099998,80.849998,75.099998,76.250000,69.928383,2683559
2021-01-22,76.300003,77.349998,73.000000,73.300003,67.222961,2558721
2021-01-25,74.900002,76.150002,70.400002,73.800003,67.681503,3248286
2021-01-27,73.750000,75.449997,72.000000,73.849998,67.727356,3399926
2021-01-28,72.500000,72.800003,64.550003,66.750000,61.215992,8497153
2021-01-29,68.000000,70.150002,66.400002,68.050003,62.408218,5460816
2021-02-01,69.050003,74.349998,67.699997,73.900002,67.773209,6065179
2021-02-02,75.199997,76.949997,73.300003,74.650002,68.461029,6447914
2021-02-03,75.199997,78.800003,73.400002,77.099998,70.707909,5879014
2021-02-04,77.500000,83.099998,76.099998,82.050003,75.247528,6090425
2021-02-05,83.449997,89.000000,81.750000,82.500000,75.660225,8380706
2021-02-08,84.400002,85.099998,80.050003,80.949997,74.238716,2889926
2021-02-09,82.000000,83.199997,78.949997,80.150002,73.505051,3966633
2021-02-10,80.449997,81.099998,77.500000,79.550003,72.954796,3485369
2021-02-11,80.000000,81.150002,76.800003,77.150002,70.753769,4724389
2021-02-12,77.699997,79.500000,77.000000,78.349998,71.854279,5099073
2021-02-15,78.650002,80.699997,78.599998,79.599998,73.000648,2708790
2021-02-16,80.500000,81.750000,78.599998,79.650002,73.046501,4295200
2021-02-17,79.699997,85.500000,79.300003,84.150002,77.173424,7075157
2021-02-18,85.800003,96.699997,84.449997,95.599998,87.674141,15205870
2021-02-19,96.250000,99.800003,88.699997,91.050003,83.501373,10237040
2021-02-22,91.300003,93.699997,88.800003,89.550003,82.125725,3485337
2021-02-23,90.400002,91.550003,86.099998,86.800003,79.603722,3625721
2021-02-24,87.699997,90.300003,85.250000,88.800003,81.437904,8642298
2021-02-25,90.000000,90.699997,89.099998,89.900002,82.446709,5361803
2021-02-26,87.250000,87.250000,85.000000,85.400002,78.319786,5307752
2021-03-01,85.699997,86.349998,82.900002,83.300003,76.393898,3385057
2021-03-02,83.650002,85.250000,83.000000,83.199997,76.302177,2435291
2021-03-03,84.650002,86.900002,84.050003,85.599998,78.503204,3639297
2021-03-04,85.500000,87.800003,83.449997,85.800003,78.686630,5690583
2021-03-05,85.300003,85.750000,79.500000,80.650002,73.963593,6288430
2021-03-08,82.449997,83.500000,80.699997,81.300003,74.559715,4814613
2021-03-09,82.099998,82.849998,78.699997,80.349998,73.688469,3025209
2021-03-10,81.000000,81.900002,79.650002,80.000000,73.367485,2341545
2021-03-12,80.800003,80.900002,76.650002,77.349998,70.937187,3602549
2021-03-15,78.000000,79.699997,76.000000,78.900002,72.358681,5126240
2021-03-16,79.699997,79.949997,76.449997,78.800003,72.266975,4339202
2021-03-17,78.800003,79.000000,74.300003,74.949997,68.736160,2273640
2021-03-18,75.300003,76.949997,71.000000,71.949997,65.984879,4812336
2021-03-19,70.750000,74.349998,69.550003,73.750000,67.635651,6099585
2021-03-22,74.199997,74.650002,71.750000,72.449997,66.443428,3029423
2021-03-23,73.050003,75.849998,72.849998,74.250000,68.094193,3107803
2021-03-24,74.000000,75.099998,71.400002,71.750000,65.801460,1818345
2021-03-25,72.250000,72.349998,68.000000,70.050003,64.242401,3514969
2021-03-26,71.500000,71.900002,70.300003,70.750000,64.884377,2608729
2021-03-30,71.699997,74.150002,70.900002,72.300003,66.305862,2534734
2021-03-31,72.000000,75.449997,71.650002,74.150002,68.002495,3841604
2021-04-01,74.550003,76.000000,73.449997,75.650002,69.378128,2567917
2021-04-05,75.349998,75.349998,70.750000,72.550003,66.535141,3393652
2021-04-06,72.650002,74.250000,71.800003,72.800003,66.764412,1574648
2021-04-07,73.250000,75.550003,72.199997,74.099998,67.956627,1998936
2021-04-08,74.250000,75.550003,73.250000,73.449997,67.360512,2369310
2021-04-09,73.449997,77.449997,72.900002,74.000000,67.864922,2642610
2021-04-12,68.750000,71.750000,64.800003,66.050003,60.574032,7050135
2021-04-13,67.150002,69.250000,66.300003,68.900002,63.187744,2484079
2021-04-15,67.900002,69.300003,66.300003,68.250000,62.591629,2678390
2021-04-16,68.400002,69.500000,67.050003,67.300003,61.720394,2077330
2021-04-19,65.750000,65.750000,62.500000,63.799999,58.510567,2612041
2021-04-20,64.500000,65.750000,62.700001,63.200001,57.960312,1906254
2021-04-22,62.250000,64.199997,61.799999,63.049999,57.822750,2109516
2021-04-23,62.799999,64.949997,62.549999,62.950001,57.731041,2002252
2021-04-26,63.500000,64.449997,63.200001,63.500000,58.235435,1423645
2021-04-27,64.099998,65.699997,63.650002,65.300003,59.886211,2130484
2021-04-28,65.849998,68.150002,65.750000,67.849998,62.224796,2562889
2021-04-29,68.500000,69.750000,66.050003,66.750000,61.215992,4366987
2021-04-30,66.000000,68.400002,64.650002,66.750000,61.215992,2565884
2021-05-03,66.300003,66.949997,64.300003,66.699997,61.170135,2143258
2021-05-04,67.000000,72.900002,67.000000,70.400002,64.563385,9295535
2021-05-05,71.900002,72.949997,70.900002,72.349998,66.351723,4274329
2021-05-06,73.099998,73.400002,70.099998,70.599998,64.746803,2471616
2021-05-07,71.400002,71.699997,69.849998,70.550003,64.700958,1353700
2021-05-10,70.900002,74.349998,70.650002,73.400002,67.314667,4478999
2021-05-11,72.300003,74.599998,71.199997,74.050003,67.910782,2236724
2021-05-12,73.900002,79.900002,73.900002,77.449997,71.028893,9957408
2021-05-14,78.099998,79.599998,73.349998,74.050003,67.910782,5569014
2021-05-17,74.750000,77.750000,73.800003,77.150002,70.753769,4559022
2021-05-18,78.099998,78.500000,76.300003,76.750000,70.386925,4612019
2021-05-19,76.250000,78.199997,76.000000,76.699997,70.341072,2415003
2021-05-20,77.599998,77.599998,75.900002,76.500000,70.157654,1956961
2021-05-21,77.099998,81.199997,77.099998,80.800003,74.101158,5456546
2021-05-24,82.449997,83.349998,80.300003,81.349998,74.605560,4526282
2021-05-25,82.000000,82.400002,80.400002,80.800003,74.101158,2397486
2021-05-26,80.949997,82.300003,80.050003,80.599998,73.917732,2506584
2021-05-27,81.000000,84.150002,79.849998,83.449997,76.531456,3897499
2021-05-28,84.500000,84.650002,81.849998,83.849998,76.898293,4530988
2021-05-31,82.250000,83.449997,79.150002,80.699997,74.009445,7041465
2021-06-01,81.099998,81.300003,78.800003,79.349998,72.771370,3055480
2021-06-02,79.349998,81.849998,78.550003,81.199997,74.467995,3870544
2021-06-03,81.949997,82.800003,81.500000,81.849998,75.064102,3577784
2021-06-04,82.349998,82.849998,81.150002,81.849998,75.064102,3437237
2021-06-07,82.250000,84.099998,81.849998,82.849998,75.981194,4617903
2021-06-08,83.199997,83.199997,80.199997,81.849998,75.064102,2364538
2021-06-09,82.750000,86.199997,81.199997,81.849998,75.064102,8130852
2021-06-10,82.349998,85.300003,81.849998,84.750000,77.723671,5748326
2021-06-11,85.050003,85.900002,84.199997,84.500000,77.494408,2640676
2021-06-14,84.050003,85.800003,81.000000,85.050003,77.998810,5074720
2021-06-15,84.150002,86.400002,84.150002,85.050003,77.998810,2881626
2021-06-16,85.050003,87.000000,84.099998,84.400002,77.402695,2667262
2021-06-17,83.500000,84.599998,81.300003,81.849998,75.064102,3057097
2021-06-18,82.500000,84.199997,77.150002,80.150002,73.505051,3179506
2021-06-21,79.199997,83.000000,77.400002,82.449997,75.614357,3068530
2021-06-22,83.099998,84.199997,81.400002,81.849998,75.064102,3142222
2021-06-23,82.599998,83.650002,81.250000,82.250000,75.430939,2170701
2021-06-24,82.699997,82.949997,80.599998,80.849998,74.147011,1105320
2021-06-25,81.699997,84.000000,81.000000,83.449997,76.531456,2537270
2021-06-28,84.400002,88.349998,84.300003,87.800003,80.520813,5621796
2021-06-29,88.199997,88.900002,86.400002,87.099998,79.878845,2767053
2021-06-30,87.500000,88.050003,85.550003,85.949997,78.824188,1850196
2021-07-01,86.400002,87.000000,85.349998,86.000000,78.870041,2273858
2021-07-02,86.300003,86.500000,84.800003,85.199997,78.136360,1365072
2021-07-05,85.300003,86.750000,84.650002,86.349998,79.191025,2083113
2021-07-06,86.599998,87.150002,85.150002,85.500000,78.411499,2349880
2021-07-07,85.000000,86.449997,84.599998,86.099998,78.961754,1803598
2021-07-08,86.400002,87.000000,82.849998,83.500000,76.577309,2536013
2021-07-09,83.500000,84.099998,82.400002,83.650002,76.714874,1956049
2021-07-12,84.400002,84.650002,83.000000,83.300003,76.393898,1803364
2021-07-13,84.500000,84.900002,83.900002,84.650002,77.631966,1414707
2021-07-14,84.949997,85.099998,84.050003,84.199997,77.219276,2297162
2021-07-15,84.500000,84.849998,83.400002,83.699997,76.760727,2080484
2021-07-16,84.400002,84.400002,81.400002,81.750000,74.972404,1591492
2021-07-19,81.650002,81.650002,79.650002,80.150002,73.505051,2619201
2021-07-20,80.000000,80.500000,78.449997,78.949997,72.404533,2211163
2021-07-22,80.000000,81.349998,79.699997,80.199997,73.550896,1867014
2021-07-23,80.500000,80.599998,79.000000,79.849998,73.229912,933824
2021-07-26,80.000000,80.199997,79.000000,79.699997,73.092354,627259
2021-07-27,80.000000,81.099998,79.250000,80.000000,73.367485,2098341
2021-07-28,80.150002,80.199997,76.900002,78.050003,71.579147,1389700
2021-07-29,78.900002,81.150002,77.650002,80.599998,73.917732,1536736
2021-07-30,80.750000,81.500000,79.800003,80.300003,73.642616,989169
2021-08-02,80.800003,81.750000,80.349998,80.650002,73.963593,985890
2021-08-03,81.000000,83.050003,80.550003,82.699997,75.843636,6327380
2021-08-04,83.250000,83.849998,80.849998,83.349998,76.439751,6690684
2021-08-05,83.900002,83.900002,80.800003,82.500000,75.660225,3788557
2021-08-06,82.449997,84.599998,82.150002,83.349998,76.439751,4184336
2021-08-09,85.000000,85.699997,80.599998,81.150002,74.422142,2593281
2021-08-10,81.599998,83.000000,77.550003,78.099998,71.625000,3317913
2021-08-11,78.849998,81.000000,77.449997,80.650002,73.963593,2946090
2021-08-12,80.699997,82.000000,80.099998,81.550003,74.788979,2022050
2021-08-13,81.449997,81.900002,79.849998,80.949997,74.238716,1432157
2021-08-16,81.000000,81.699997,77.699997,79.000000,72.450386,2056423
2021-08-17,79.300003,79.500000,76.900002,78.000000,71.533295,1185519
2021-08-18,79.000000,79.599998,77.599998,78.750000,72.221123,5370114
2021-08-20,77.650002,78.300003,73.650002,74.150002,68.002495,1691468
2021-08-23,75.150002,75.449997,72.500000,73.099998,67.039536,1905197
2021-08-24,73.250000,75.650002,73.000000,75.500000,69.240555,2636347
2021-08-25,76.000000,76.500000,74.900002,75.150002,68.919579,1180948
2021-08-26,75.150002,75.599998,74.000000,74.099998,67.956627,1077371
2021-08-27,74.300003,75.099998,73.250000,74.550003,68.369331,2297637
2021-08-30,75.000000,77.150002,74.750000,76.949997,70.570351,3311375
2021-08-31,76.949997,78.449997,76.000000,77.349998,70.937187,1760683
2021-09-01,77.000000,78.750000,76.800003,78.300003,71.808426,3714601
2021-09-02,78.550003,78.949997,77.800003,78.349998,71.854279,4884156
2021-09-03,78.900002,80.300003,78.250000,79.199997,72.633812,3318107
2021-09-06,80.000000,80.150002,78.699997,78.900002,72.358681,1296930
2021-09-07,79.250000,79.250000,76.750000,78.099998,71.625000,1312382
2021-09-08,78.199997,80.500000,77.800003,79.349998,72.771370,2570256
2021-09-09,79.349998,79.750000,78.750000,79.150002,72.587959,927079
2021-09-13,78.550003,79.000000,78.000000,78.250000,71.762566,856740
2021-09-14,78.500000,79.000000,78.099998,78.650002,72.129410,1059093
